Campaign_ID,Channel,Date,Budget,Impressions,Clicks,Conversions,Revenue,Customer_Feedback
CMP_4513,Website,2025-08-14,40398.53,852284,63171,7697,517845.4640411302,Too expensive for me.
CMP_5809,Social Media,2025-09-08,19533.26,884837,25972,3636,305115.61905636714,"Worst experience, link didn't work."
CMP_8263,Email,2025-08-15,18129.57,807603,38620,3048,284750.53850123635,Amazing offer! bought it immediately.
CMP_3602,SMS,2025-02-21,16477.09,243927,2649,142,8246.513621268465,Highly recommended!
CMP_1525,Social Media,2025-12-06,47558.06,1171940,62443,12024,501049.4963952538,Too expensive for me.
CMP_4352,SMS,2025-12-07,17097.69,723376,58493,10744,670488.5423030455,"Great campaign, loved the visuals!"
CMP_6869,Website,2025-03-13,28241.76,347508,25656,1819,149178.76530873074,Amazing offer! bought it immediately.
CMP_2347,SMS,2025-05-02,12523.65,332500,3965,386,32610.693348092736,Highly recommended!
CMP_4418,SMS,2025-03-10,46423.35,1219837,85148,6569,529740.7775062487,Highly recommended!
CMP_5005,Email,2025-08-31,26917.45,363428,27416,3783,134069.9113989631,"Decent, but could be better."
CMP_5862,Website,2025-01-21,16773.08,451561,34342,4300,180274.03046058305,Love this brand!
CMP_4043,Website,2025-06-06,23010.67,295642,23844,3472,335028.014625437,Love this brand!
CMP_1935,Social Media,2025-04-11,33157.04,1276664,112800,13352,1121346.9875652571,Love this brand!
CMP_7563,SMS,2025-03-13,16731.66,831738,71783,5741,374081.5265469857,Highly recommended!
CMP_5169,SMS,2025-07-09,22795.46,738998,23502,1783,93508.51203887945,Love this brand!
CMP_1867,SMS,2025-06-18,19747.12,887058,15920,1558,82339.49541374278,"Great campaign, loved the visuals!"
CMP_6220,Website,2025-07-12,48600.83,1020072,71352,8748,761159.7352569854,"Worst experience, link didn't work."
CMP_3413,SMS,2025-12-12,17485.02,405377,26075,2809,250796.74209948786,"Not interested, irrelevant content."
CMP_5752,Social Media,2025-05-28,46933.67,1229836,16803,2861,275746.09419822856,"Decent, but could be better."
CMP_6616,Website,2025-05-16,12856.08,375019,28809,1841,49972.78388760381,Love this brand!
CMP_1025,Email,2025-05-19,18467.17,750090,59577,11076,315966.54428252525,"Spammy ad, hidden it."
CMP_6023,Email,2025-06-08,40771.88,1661264,97182,17253,1034051.5247778588,"Decent, but could be better."
CMP_5936,Website,2025-08-04,46956.46,990165,91007,15580,596729.7223094213,"Great campaign, loved the visuals!"
CMP_4917,Social Media,2025-11-14,34424.64,1156529,91901,11036,806236.9748572872,"Not interested, irrelevant content."
CMP_9356,Website,2025-10-04,16069.75,497313,42581,7551,633943.9267897453,"Worst experience, link didn't work."
CMP_2156,SMS,2025-03-19,27728.38,453915,18635,3219,266639.1573230192,"Spammy ad, hidden it."
CMP_8565,Website,2025-05-05,1525.82,18491,1047,114,7858.932746737301,Highly recommended!
CMP_4843,Email,2025-02-21,20177.75,247786,24163,3651,161908.53379835738,The ad was okay but a bit repetitive.
CMP_3342,Email,2025-02-01,35294.22,1313097,90744,12674,961934.6993244385,Amazing offer! bought it immediately.
CMP_3730,Website,2025-10-17,8420.32,291691,9875,1717,170908.62831399956,"Great campaign, loved the visuals!"
CMP_6067,Email,2025-09-26,48752.39,851834,51349,9969,885241.3888103606,"Worst experience, link didn't work."
CMP_9168,Social Media,2025-06-16,40145.28,774900,51257,9110,632253.7484618928,"Not interested, irrelevant content."
CMP_8664,Social Media,2025-10-16,31953.42,1405629,57049,9463,747826.7566129549,Highly recommended!
CMP_6622,SMS,2025-05-03,41597.09,1927046,173428,28760,1592292.4130499389,"Great campaign, loved the visuals!"
CMP_1322,Email,2025-01-31,39180.2,776717,53459,10096,358723.74985512695,The ad was okay but a bit repetitive.
CMP_4190,Social Media,2025-10-14,5223.62,231443,9949,1268,58994.31441620301,"Worst experience, link didn't work."
CMP_7250,SMS,2025-09-26,34209.91,1565112,110328,12546,872996.6121361986,The ad was okay but a bit repetitive.
CMP_8713,Social Media,2025-01-23,40895.07,1400394,105043,12328,562666.0663354574,"Decent, but could be better."
CMP_6062,SMS,2025-07-28,17763.33,676655,53845,8822,214947.66107799552,Love this brand!
CMP_8124,Email,2025-02-13,31840.4,542010,33738,3003,94287.96134079348,"Spammy ad, hidden it."
CMP_7200,Social Media,2025-08-20,46362.6,2019175,75856,4974,192325.90944893798,"Not interested, irrelevant content."
CMP_9200,Website,2025-06-26,2396.61,69743,3221,639,21823.999308078113,Highly recommended!
CMP_5928,Website,2025-07-19,48486.78,1396318,50765,3607,133629.7073763562,"Not interested, irrelevant content."
CMP_7830,Social Media,2025-04-21,22834.33,366192,28528,4744,109903.01945362736,Love this brand!
CMP_4465,Social Media,2026-01-01,1888.29,57421,3758,427,28790.25956509482,"Great campaign, loved the visuals!"
CMP_5895,Email,2025-04-11,44323.65,595054,44572,5660,477709.02773294103,"Great campaign, loved the visuals!"
CMP_7032,Email,2025-09-27,35449.34,447763,35016,2521,80273.60584338824,"Worst experience, link didn't work."
CMP_8722,Email,2025-12-03,32895.92,711075,41015,7877,688795.0798887361,Highly recommended!
CMP_9203,SMS,2025-09-01,17001.39,624989,53002,5477,443338.94300537184,Too expensive for me.
CMP_6598,Social Media,2025-08-23,29275.52,489634,29177,1789,76404.86777731846,"Worst experience, link didn't work."
CMP_5302,Website,2025-03-07,8603.63,272762,5294,842,72904.3312889271,Highly recommended!
CMP_3576,Email,2025-05-03,22494.72,741120,47781,5560,223881.1984990404,"Decent, but could be better."
CMP_1704,Social Media,2025-04-29,35139.66,1015909,73889,7210,717800.5573220005,"Spammy ad, hidden it."
CMP_5972,SMS,2025-11-08,2433.94,120749,2426,230,8273.450541873603,"Spammy ad, hidden it."
CMP_4708,Website,2025-07-04,15274.94,387412,8814,1303,129072.45153140972,"Not interested, irrelevant content."
CMP_9228,Website,2025-10-23,34615.56,1730768,64991,11789,786892.0310114843,The ad was okay but a bit repetitive.
CMP_4619,SMS,2026-01-10,18397.12,191724,15539,2626,175006.05241668795,Highly recommended!
CMP_4762,Social Media,2025-08-28,592.34,17503,607,49,3549.5669755103677,Love this brand!
CMP_6906,Email,2025-10-29,47206.83,2276214,25463,4903,476926.6749786177,"Worst experience, link didn't work."
CMP_6076,Website,2025-02-17,12738.95,501346,23168,4010,242129.07247025325,"Spammy ad, hidden it."
CMP_4885,Website,2025-05-31,43625.85,1708037,75259,11769,599705.0127261492,"Worst experience, link didn't work."
CMP_9164,Email,2026-01-18,45835.04,1521295,126250,12328,751551.6121967648,"Decent, but could be better."
CMP_4829,Social Media,2026-01-11,27663.36,774295,14656,1948,149100.8387600656,Love this brand!
CMP_6118,Email,2025-08-31,8941.21,223604,9800,541,19951.615853618598,The ad was okay but a bit repetitive.
CMP_8831,Website,2025-05-26,29573.86,1279183,41864,6156,605534.731330764,"Great campaign, loved the visuals!"
CMP_2545,Website,2025-08-23,15760.08,539577,28985,2339,112280.3972088655,"Great campaign, loved the visuals!"
CMP_5355,Social Media,2025-04-01,44416.31,560884,11307,1343,50184.02281094216,"Decent, but could be better."
CMP_8225,Social Media,2025-02-22,23518.7,1105242,18794,1121,67315.25956833464,"Decent, but could be better."
CMP_5118,Social Media,2025-12-25,25844.59,831086,50314,8087,288110.16948799114,"Spammy ad, hidden it."
CMP_3134,Social Media,2025-09-14,11257.0,312039,31148,3877,215549.22395719364,"Great campaign, loved the visuals!"
CMP_4318,SMS,2025-09-20,42772.35,1513852,65177,7118,429292.7541811105,"Decent, but could be better."
CMP_2679,Website,2025-02-07,16024.19,759312,61296,9407,260426.86573134852,Too expensive for me.
CMP_8878,Website,2025-03-30,47524.95,997301,14744,1059,39347.973533096716,The ad was okay but a bit repetitive.
CMP_7999,Social Media,2025-06-19,42934.68,1890878,79572,6562,447044.79815623886,"Spammy ad, hidden it."
CMP_3932,Social Media,2025-11-30,34557.63,434258,6305,610,47468.459871923995,"Decent, but could be better."
CMP_9986,SMS,2025-03-10,30499.92,1390123,34209,2660,80268.61869024602,"Decent, but could be better."
CMP_1125,Email,2025-01-27,28477.38,526039,11145,1354,50961.58891468141,"Worst experience, link didn't work."
CMP_3353,Email,2025-02-05,23469.49,282598,6868,644,13303.079322352398,Highly recommended!
CMP_6996,Website,2025-05-23,23634.91,620526,43535,5374,392696.01720167045,Amazing offer! bought it immediately.
CMP_8898,SMS,2025-01-24,17013.72,637889,22380,1963,189138.04917956996,Highly recommended!
CMP_5191,Social Media,2025-06-17,31420.5,455815,24377,1237,88246.37507886194,"Not interested, irrelevant content."
CMP_2613,Email,2025-06-25,20950.19,641693,33398,4959,241014.13200971938,Too expensive for me.
CMP_2334,Social Media,2025-06-24,30718.47,800776,75837,15147,607051.2819559302,"Decent, but could be better."
CMP_1156,Social Media,2025-07-05,21354.57,549746,20644,2720,107783.55815570215,Highly recommended!
CMP_4744,SMS,2025-08-24,47720.42,1608150,27312,4696,444734.13776260667,"Worst experience, link didn't work."
CMP_2290,SMS,2025-08-31,41074.84,1770529,116794,7895,345183.6638813579,"Great campaign, loved the visuals!"
CMP_4645,Email,2025-11-20,24551.8,812696,46206,4130,192880.77549436328,Love this brand!
CMP_8600,SMS,2025-09-06,24968.58,1106256,43895,3659,262987.881028642,"Not interested, irrelevant content."
CMP_1951,Email,2025-04-11,8720.16,91716,5322,1028,70300.1944788766,Love this brand!
CMP_5388,Website,2025-07-14,20346.99,204517,16698,2012,93887.47437785537,The ad was okay but a bit repetitive.
CMP_5429,Website,2025-11-26,3598.96,97060,5039,496,26495.44366124896,"Spammy ad, hidden it."
CMP_8370,Website,2025-04-29,37179.19,375899,10772,1041,73437.4498423725,"Spammy ad, hidden it."
CMP_7075,Social Media,2025-05-10,22976.07,663238,9089,1086,78287.36831237984,Love this brand!
CMP_5763,Social Media,2025-01-21,46766.42,1199642,86826,16137,1582812.4560763543,"Great campaign, loved the visuals!"
CMP_6719,Website,2025-05-28,34718.2,860539,63413,9705,841141.6041345855,"Not interested, irrelevant content."
CMP_3488,Email,2025-12-09,25851.15,603194,58831,6630,405348.2705432104,The ad was okay but a bit repetitive.
CMP_9308,Social Media,2025-09-22,10137.61,313986,31082,5909,457674.6218291755,"Spammy ad, hidden it."
CMP_6036,Email,2025-02-10,16471.27,299893,8303,1317,103367.1522597882,Love this brand!
CMP_6295,SMS,2025-02-28,25057.59,1032596,13844,2594,78246.08461157892,"Decent, but could be better."
CMP_5630,Email,2025-12-11,48977.22,1628476,98473,12688,345839.2746708999,"Great campaign, loved the visuals!"
CMP_7428,Website,2025-02-27,26893.84,519032,24663,3380,157415.2180927559,The ad was okay but a bit repetitive.
CMP_8960,Email,2025-03-04,3364.22,66137,2548,230,21321.201258526056,Too expensive for me.
CMP_9323,Social Media,2025-09-16,23814.02,939149,18540,1333,37767.99206336798,Too expensive for me.
CMP_3103,Social Media,2025-03-13,18975.48,258130,16269,3093,201669.82873735594,The ad was okay but a bit repetitive.
CMP_6612,Email,2025-05-09,10183.16,107519,4727,771,34529.141469451046,Too expensive for me.
CMP_2652,SMS,2025-02-19,40354.11,661053,56753,8762,411022.3243870168,"Worst experience, link didn't work."
CMP_5049,Email,2025-10-28,6814.76,290417,7566,685,25129.70812387407,Highly recommended!
CMP_4877,Website,2025-08-04,10354.38,510405,21827,1576,39363.522741992485,"Spammy ad, hidden it."
CMP_4967,Email,2025-07-02,25204.67,440702,30386,3389,328317.8539021677,"Spammy ad, hidden it."
CMP_4333,SMS,2025-06-14,21748.7,1082093,67940,4912,235074.5190834512,Love this brand!
CMP_1419,Social Media,2025-10-14,7981.69,304885,7743,1021,33174.545511742515,"Great campaign, loved the visuals!"
CMP_7265,Website,2025-11-16,30390.74,816812,79969,7319,731176.9561153,Love this brand!
CMP_8292,Email,2025-06-22,35111.38,1096490,41391,5153,355790.9396449589,Love this brand!
CMP_4995,Website,2025-10-17,39483.02,529110,23593,4374,322138.1727214758,Highly recommended!
CMP_5779,Social Media,2025-10-26,11690.05,176352,16304,1907,61393.504684147025,"Decent, but could be better."
CMP_3819,SMS,2025-11-26,14423.27,561916,20996,4069,227560.50816132297,"Decent, but could be better."
CMP_8282,Email,2025-10-15,40985.52,947220,15967,1875,154936.1707480499,Highly recommended!
CMP_4805,Social Media,2025-08-28,8879.53,208251,6205,361,11673.348205955848,"Great campaign, loved the visuals!"
CMP_2467,Website,2025-02-19,23546.8,776584,23690,4506,205354.8604912916,Too expensive for me.
CMP_9093,SMS,2025-03-09,29139.67,320430,16933,1645,39528.45593081291,"Decent, but could be better."
CMP_2593,Social Media,2025-03-28,41801.92,455455,25065,3958,339760.89825529896,Amazing offer! bought it immediately.
CMP_1227,Social Media,2025-05-14,35622.65,1475995,129787,21016,1172403.691385162,Highly recommended!
CMP_1449,SMS,2025-10-26,1784.82,23186,1966,331,16279.149007410631,"Decent, but could be better."
CMP_8007,Social Media,2025-10-27,10434.08,322855,7463,1473,69304.70444604603,"Not interested, irrelevant content."
CMP_3399,SMS,2025-02-22,6831.97,339886,5060,304,16559.166032714013,"Worst experience, link didn't work."
CMP_2201,Social Media,2025-06-12,44374.08,946693,83369,8624,750176.2625549084,Highly recommended!
CMP_7573,Email,2025-10-20,39487.04,956676,15946,2100,82232.08095672193,"Spammy ad, hidden it."
CMP_5614,SMS,2025-08-24,30345.59,725275,22348,1609,70477.1192505153,Love this brand!
CMP_8112,SMS,2025-05-06,19098.09,912365,52746,3999,308349.3269764953,"Decent, but could be better."
CMP_9148,Social Media,2025-12-08,40440.56,857361,74382,12669,323958.2792389765,"Spammy ad, hidden it."
CMP_7061,Email,2025-10-20,8769.84,314911,7421,652,16212.660845864115,Love this brand!
CMP_4704,Website,2025-03-24,26242.82,766847,49784,9857,679276.2981084705,The ad was okay but a bit repetitive.
CMP_5119,SMS,2025-07-23,38053.15,485189,15490,2455,192810.49093491753,The ad was okay but a bit repetitive.
CMP_7971,SMS,2025-12-25,1214.25,32177,1615,250,13436.78989378655,"Spammy ad, hidden it."
CMP_9737,Email,2025-08-06,38265.91,1737782,85090,12206,605357.532647346,Too expensive for me.
CMP_9293,SMS,2025-10-22,42328.41,1256118,117547,14729,503297.6615173032,"Great campaign, loved the visuals!"
CMP_7164,Website,2025-05-08,10132.2,357669,15035,2555,189490.92867207713,"Spammy ad, hidden it."
CMP_8302,Website,2025-03-02,9100.86,200611,8611,462,46189.475961010234,"Not interested, irrelevant content."
CMP_8122,Social Media,2025-07-17,44473.55,2221275,56035,10906,776547.5770625483,"Not interested, irrelevant content."
CMP_5370,SMS,2026-01-04,18645.29,862596,57645,9485,199811.22057239438,"Worst experience, link didn't work."
CMP_6359,Email,2025-04-17,6232.82,216263,21234,2530,185824.87788367682,"Decent, but could be better."
CMP_1325,Website,2025-05-19,43639.34,1191540,107445,21249,1521962.621944964,Too expensive for me.
CMP_9979,Email,2025-03-30,11911.5,135703,7851,1506,48959.81608225138,Too expensive for me.
CMP_3472,Social Media,2025-12-04,46014.09,1925033,161833,9828,551617.5987863323,The ad was okay but a bit repetitive.
CMP_1449,Website,2025-07-18,33074.11,1179767,22807,3853,299713.3720260649,"Decent, but could be better."
CMP_4393,Email,2025-06-14,11115.3,165888,13276,1904,181035.3895636276,"Spammy ad, hidden it."
CMP_5868,Social Media,2025-08-02,18314.11,887453,56654,3774,308210.5609546077,"Great campaign, loved the visuals!"
CMP_9440,Email,2025-07-12,8717.1,380854,4313,767,42992.32568576357,"Decent, but could be better."
CMP_2611,Website,2025-11-21,36029.42,1119274,28707,4616,106608.52889175656,"Not interested, irrelevant content."
CMP_7400,Website,2025-10-28,46680.86,1554501,38273,2229,147756.89777543844,The ad was okay but a bit repetitive.
CMP_3053,Social Media,2025-09-07,49443.84,2241192,72834,11521,865707.658658189,"Spammy ad, hidden it."
CMP_5278,Email,2025-03-25,43717.92,496997,24419,3697,314206.516169431,"Worst experience, link didn't work."
CMP_9063,Email,2025-12-18,42345.77,1341949,109169,17723,634795.0310773668,"Worst experience, link didn't work."
CMP_2155,Social Media,2025-11-12,48398.33,2354509,88333,9711,548816.464730099,Love this brand!
CMP_5588,SMS,2025-02-08,12994.84,460266,38692,2021,73147.15491567954,"Decent, but could be better."
CMP_7248,SMS,2025-04-17,5740.37,228622,9208,1252,53326.736931293184,The ad was okay but a bit repetitive.
CMP_1467,Email,2025-12-26,28739.4,1249661,13838,2327,66836.87590506156,"Spammy ad, hidden it."
CMP_4686,SMS,2025-12-01,25641.82,314654,11748,1913,95075.13299882408,"Great campaign, loved the visuals!"
CMP_9348,Email,2025-06-25,18177.35,552527,9902,1806,72895.73321448384,"Great campaign, loved the visuals!"
CMP_7320,Website,2025-12-16,4158.78,184767,2749,270,26257.724090416537,Love this brand!
CMP_8020,Website,2025-12-26,29350.14,319116,29953,2072,87799.67422875026,"Spammy ad, hidden it."
CMP_8452,Social Media,2026-01-02,4471.85,89107,4371,391,28149.555728279654,"Great campaign, loved the visuals!"
CMP_3861,Social Media,2026-01-07,9987.93,121379,2082,167,9897.354108130603,Love this brand!
CMP_2904,Social Media,2025-11-29,42074.67,988610,96500,18968,1859167.9416567602,Too expensive for me.
CMP_6387,Email,2025-11-10,26709.14,385633,14034,994,83879.16718137292,"Worst experience, link didn't work."
CMP_2868,Social Media,2025-03-17,7386.06,196249,3094,482,43611.68295857546,"Decent, but could be better."
CMP_6566,Email,2025-05-07,1643.27,77414,3543,282,27636.914266104202,Highly recommended!
CMP_9375,SMS,2025-10-22,33093.56,774734,52980,3315,265198.4532561372,"Great campaign, loved the visuals!"
CMP_3020,Email,2025-11-24,8263.69,93660,3067,261,5354.138067893171,Too expensive for me.
CMP_7740,SMS,2025-10-06,46582.28,1741355,37249,4250,347733.75611909345,"Great campaign, loved the visuals!"
CMP_6173,Social Media,2025-12-31,9730.82,165087,11860,1912,163135.78745384183,"Not interested, irrelevant content."
CMP_3924,Website,2025-08-15,47074.65,708246,32886,1683,107807.82298939915,Amazing offer! bought it immediately.
CMP_7672,Website,2025-08-12,10704.22,378059,36625,5047,389198.70250162034,Highly recommended!
CMP_8587,Email,2025-07-22,14888.09,489512,10251,1059,70736.2135773771,Highly recommended!
CMP_1480,Social Media,2025-04-21,23804.72,503331,28520,2547,208501.1030898779,Amazing offer! bought it immediately.
CMP_7415,SMS,2025-04-19,46242.08,1185713,20445,3573,119171.07075773945,Love this brand!
CMP_8408,Social Media,2025-11-27,39024.14,734772,38096,6159,491942.930395524,"Not interested, irrelevant content."
CMP_7402,Email,2025-08-29,9937.37,116250,3708,307,23544.744297528978,Highly recommended!
CMP_2470,SMS,2025-04-19,11311.09,480636,6961,1092,88292.34991939878,"Worst experience, link didn't work."
CMP_9600,Social Media,2025-08-30,20484.76,295869,4000,560,36635.97841198559,"Decent, but could be better."
CMP_6582,SMS,2025-05-19,28509.51,1182762,90135,5826,155163.93795813067,Love this brand!
CMP_9512,SMS,2025-07-29,9862.23,256351,20306,3265,231338.85069173653,The ad was okay but a bit repetitive.
CMP_6681,Email,2025-11-16,36090.13,513864,16830,1919,94864.61727426387,The ad was okay but a bit repetitive.
CMP_9490,Website,2025-10-17,11603.93,571411,12358,1670,136297.28820154458,"Decent, but could be better."
CMP_1748,Website,2025-04-18,21823.07,250047,9923,1694,107924.37083643417,Highly recommended!
CMP_8048,Email,2025-04-25,32915.22,1011052,45704,7937,518679.345184669,Too expensive for me.
CMP_6460,Social Media,2025-04-21,43790.79,1734448,50204,3770,364101.2070692646,Too expensive for me.
CMP_5533,SMS,2025-09-15,41900.86,1267724,87183,9981,232189.46272187613,Highly recommended!
CMP_6377,Social Media,2025-08-07,18752.64,509381,27237,2842,252241.8737350951,Highly recommended!
CMP_9612,SMS,2025-11-12,38205.43,1300071,92404,12594,637479.6559743738,Highly recommended!
CMP_4289,Email,2025-09-20,40578.81,819709,47919,8924,261808.38852242022,Love this brand!
